date,name,category,value
2020-01-26,Impact on the diaspora,Diaspora,0
2020-02-02,Impact on the diaspora,Diaspora,0
2020-02-09,Impact on the diaspora,Diaspora,3.55
2020-02-16,Impact on the diaspora,Diaspora,0
2020-02-23,Impact on the diaspora,Diaspora,0
2020-03-01,Impact on the diaspora,Diaspora,0
2020-03-08,Impact on the diaspora,Diaspora,0
2020-03-15,Impact on the diaspora,Diaspora,0
2020-03-22,Impact on the diaspora,Diaspora,0
2020-03-29,Impact on the diaspora,Diaspora,0
2020-04-05,Impact on the diaspora,Diaspora,0
2020-04-12,Impact on the diaspora,Diaspora,0
2020-04-19,Impact on the diaspora,Diaspora,0
2020-04-26,Impact on the diaspora,Diaspora,0
2020-05-03,Impact on the diaspora,Diaspora,0
2020-05-10,Impact on the diaspora,Diaspora,0
2020-05-17,Impact on the diaspora,Diaspora,0
2020-05-24,Impact on the diaspora,Diaspora,0
2020-05-31,Impact on the diaspora,Diaspora,0
2020-06-07,Impact on the diaspora,Diaspora,0
2020-06-14,Impact on the diaspora,Diaspora,0
2020-06-21,Impact on the diaspora,Diaspora,0
2020-06-28,Impact on the diaspora,Diaspora,0
2020-07-05,Impact on the diaspora,Diaspora,0
2020-07-12,Impact on the diaspora,Diaspora,0
2020-07-19,Impact on the diaspora,Diaspora,0
2020-07-26,Impact on the diaspora,Diaspora,0
2020-08-02,Impact on the diaspora,Diaspora,0
2020-01-05,U.S. - China relationship, Sino-US relations,0
2020-01-12,U.S. - China relationship, Sino-US relations,0
2020-01-19,U.S. - China relationship, Sino-US relations,0
2020-01-26,U.S. - China relationship, Sino-US relations,0
2020-02-02,U.S. - China relationship, Sino-US relations,0
2020-02-09,U.S. - China relationship, Sino-US relations,0
2020-02-16,U.S. - China relationship, Sino-US relations,0
2020-02-23,U.S. - China relationship, Sino-US relations,0
2020-03-01,U.S. - China relationship, Sino-US relations,0
2020-03-08,U.S. - China relationship, Sino-US relations,0
2020-03-15,U.S. - China relationship, Sino-US relations,0
2020-03-22,U.S. - China relationship, Sino-US relations,0
2020-03-29,U.S. - China relationship, Sino-US relations,0
2020-04-05,U.S. - China relationship, Sino-US relations,0
2020-04-12,U.S. - China relationship, Sino-US relations,0
2020-04-19,U.S. - China relationship, Sino-US relations,0
2020-04-26,U.S. - China relationship, Sino-US relations,0
2020-05-03,U.S. - China relationship, Sino-US relations,0
2020-05-10,U.S. - China relationship, Sino-US relations,0
2020-05-17,U.S. - China relationship, Sino-US relations,0
2020-05-24,U.S. - China relationship, Sino-US relations,0
2020-05-31,U.S. - China relationship, Sino-US relations,0
2020-06-07,U.S. - China relationship, Sino-US relations,0
2020-06-14,U.S. - China relationship, Sino-US relations,0
2020-06-21,U.S. - China relationship, Sino-US relations,0
2020-06-28,U.S. - China relationship, Sino-US relations,0
2020-07-05,U.S. - China relationship, Sino-US relations,0
2020-07-12,U.S. - China relationship, Sino-US relations,0
2020-07-19,U.S. - China relationship, Sino-US relations,0
2020-07-26,U.S. - China relationship, Sino-US relations,0
2020-08-02,U.S. - China relationship, Sino-US relations,0
2020-01-05,International relations,International,0
2020-01-12,International relations,International,0
2020-01-19,International relations,International,0
2020-01-26,International relations,International,0
2020-02-02,International relations,International,0
2020-02-09,International relations,International,0
2020-02-16,International relations,International,0
2020-02-23,International relations,International,0
2020-03-01,International relations,International,0
2020-03-08,International relations,International,0
2020-03-15,International relations,International,0
2020-03-22,International relations,International,0
2020-03-29,International relations,International,0
2020-04-05,International relations,International,0
2020-04-12,International relations,International,0
2020-04-19,International relations,International,0
2020-04-26,International relations,International,0
2020-05-03,International relations,International,0
2020-05-10,International relations,International,0
2020-05-17,International relations,International,0
2020-05-24,International relations,International,0
2020-05-31,International relations,International,0
2020-06-07,International relations,International,0
2020-06-14,International relations,International,0
2020-06-21,International relations,International,0
2020-06-28,International relations,International,0
2020-07-05,International relations,International,0
2020-07-12,International relations,International,0
2020-07-19,International relations,International,0
2020-07-26,International relations,International,0
2020-08-02,International relations,International,0
2020-01-05,Other,Other,10.23
2020-01-12,Other,Other,0
2020-01-19,Other,Other,34.59
2020-01-26,Other,Other,32.87
2020-02-02,Other,Other,15.96
2020-02-09,Other,Other,26.38
2020-02-16,Other,Other,10.44
2020-02-23,Other,Other,23.12
2020-03-01,Other,Other,46.06
2020-03-08,Other,Other,0
2020-03-15,Other,Other,8.21
2020-03-22,Other,Other,7.54
2020-03-29,Other,Other,21.95
2020-04-05,Other,Other,21.37
2020-04-12,Other,Other,15.59
2020-04-19,Other,Other,12.67
2020-04-26,Other,Other,19.58
2020-05-03,Other,Other,5.35
2020-05-10,Other,Other,3.89
2020-05-17,Other,Other,10.74
2020-05-24,Other,Other,8.6
2020-05-31,Other,Other,8.63
2020-06-07,Other,Other,3.06
2020-06-14,Other,Other,7.68
2020-06-21,Other,Other,11.77
2020-06-28,Other,Other,13.19
2020-07-05,Other,Other,0
2020-07-12,Other,Other,21.54
2020-07-19,Other,Other,16.49
2020-07-26,Other,Other,13.54
2020-08-02,Other,Other,27.82
